,CHSI_County_Name,CHSI_State_Name,Population_Size,Obesity,No_Exercise,Few_Fruit_Veg,Poverty,No_HS_Diploma,Major_Depression,Diabetes,Non-White,Uninsured,High_Blood_Pres
1413,Copiah,Mississippi,29164,35.7,36.7,78.4,21.2,19.1,5.8,7.6,51.4,19.0,33.6
1415,DeSoto,Mississippi,137004,24.6,29.6,85.4,8.6,11.9,5.7,8.0,19.0,9.5,26.6
1416,Forrest,Mississippi,75095,28.1,31.1,82.1,20.4,12.2,5.9,6.6,36.7,16.8,29.6
1421,Hancock,Mississippi,46711,25.1,31.4,81.1,15.7,15.2,6.0,9.8,9.400000000000006,15.3,31.6
1422,Harrison,Mississippi,193810,26.8,29.5,80.7,16.5,12.7,5.8,10.5,27.700000000000003,15.5,29.3
1423,Hinds,Mississippi,249345,26.1,31.9,81.5,20.5,12.1,5.7,9.2,66.7,16.2,29.7
1428,Jackson,Mississippi,135940,26.1,28.1,75.9,15.0,12.4,5.8,9.6,25.099999999999994,14.1,30.4
1432,Jones,Mississippi,66160,29.9,34.2,84.4,18.7,17.0,5.8,9.4,28.599999999999994,17.5,34.7
1434,Lafayette,Mississippi,40842,22.3,20.4,82.3,15.8,12.0,6.2,6.8,26.700000000000003,13.4,24.2
1435,Lamar,Mississippi,44616,29.2,26.0,79.7,13.9,10.6,5.8,7.2,15.799999999999997,13.1,25.4
1436,Lauderdale,Mississippi,77218,26.5,27.0,78.6,18.8,16.3,5.7,8.0,42.1,15.4,33.4
1439,Lee,Mississippi,78793,25.5,33.1,77.5,14.1,16.5,5.7,9.8,27.299999999999997,13.0,35.7
1440,Leflore,Mississippi,36431,30.7,49.5,86.3,29.4,22.3,5.6,11.9,71.5,24.3,39.6
1441,Lincoln,Mississippi,33906,27.1,29.3,88.0,17.7,18.6,5.9,8.4,30.900000000000006,15.3,36.0
1442,Lowndes,Mississippi,59895,24.3,30.4,80.6,19.2,15.3,5.7,10.6,44.7,16.0,28.2
1443,Madison,Mississippi,84286,25.8,21.0,80.8,13.2,10.8,5.7,5.5,40.2,11.6,21.9
1444,Marion,Mississippi,25235,31.0,38.7,80.6,21.7,21.5,5.8,10.4,33.3,19.0,25.1
1446,Monroe,Mississippi,37704,28.5,34.6,83.2,16.3,22.8,5.9,9.9,31.599999999999994,14.9,41.6
1448,Neshoba,Mississippi,29905,26.8,36.8,81.9,18.6,20.3,5.6,8.6,36.4,18.1,30.7
1451,Oktibbeha,Mississippi,41247,21.9,24.4,82.0,21.4,10.2,6.1,6.0,39.8,17.5,21.3
1453,Pearl River,Mississippi,52659,28.1,29.7,83.2,18.1,16.7,5.9,9.1,14.200000000000003,17.3,29.7
1455,Pike,Mississippi,39426,33.5,30.8,84.3,22.8,19.0,5.7,13.8,50.4,19.7,37.7
1456,Pontotoc,Mississippi,28208,29.4,42.9,82.7,13.2,21.8,5.8,11.1,15.299999999999997,13.8,30.0
1459,Rankin,Mississippi,131841,26.9,30.2,82.9,10.4,12.0,5.9,6.8,20.200000000000003,10.3,28.9
1462,Simpson,Mississippi,27944,27.6,32.7,84.4,19.7,20.2,5.7,11.1,35.400000000000006,18.3,32.0
1467,Tate,Mississippi,26548,27.6,29.4,89.5,15.0,17.6,5.7,8.6,31.200000000000003,13.3,27.6
1469,Tishomingo,Mississippi,19202,25.1,36.4,76.5,13.9,25.0,6.1,10.6,4.099999999999994,13.8,33.8
1473,Warren,Mississippi,49131,33.5,34.7,80.4,17.6,14.6,5.7,12.3,47.5,17.0,34.1
1474,Washington,Mississippi,59220,35.7,39.5,83.0,28.4,20.0,5.5,10.2,68.3,23.9,40.8
1481,Adair,Missouri,24509,20.5,23.8,80.6,15.9,8.3,6.7,6.2,4.200000000000003,10.6,21.3
1482,Andrew,Missouri,16899,26.0,28.8,80.5,8.3,10.3,6.7,9.1,1.5,9.5,31.8
1490,Boone,Missouri,143326,19.8,21.7,78.1,11.7,6.4,6.6,3.7,14.099999999999994,9.7,18.6
1491,Buchanan,Missouri,84904,25.2,28.9,79.9,12.3,12.3,6.6,7.6,6.799999999999997,11.5,26.7
1492,Butler,Missouri,41338,36.5,35.6,78.1,17.0,20.2,6.6,13.4,7.400000000000006,16.3,42.5
1494,Callaway,Missouri,42541,26.8,29.7,82.0,9.8,13.7,6.6,7.2,7.099999999999994,9.5,17.5
1495,Camden,Missouri,39432,24.4,26.8,75.3,11.7,12.5,7.0,6.6,2.0,13.0,24.9
1496,Cape Girardeau,Missouri,71161,24.5,25.7,80.9,11.2,12.2,6.7,8.1,8.400000000000006,8.4,26.9
1499,Cass,Missouri,94232,28.9,29.8,80.9,7.4,8.7,6.4,6.0,5.400000000000006,8.2,30.2
1502,Christian,Missouri,67266,21.0,23.5,76.3,9.3,9.3,6.5,4.0,2.5,9.8,19.6
1504,Clay,Missouri,202078,24.2,22.3,78.9,6.6,7.5,6.5,4.9,8.099999999999994,8.6,21.7
1506,Cole,Missouri,72757,20.9,19.1,80.2,9.0,9.9,6.6,5.9,12.700000000000003,6.7,24.6
1516,Franklin,Missouri,99090,25.6,26.7,72.7,8.4,14.8,6.5,5.6,2.200000000000003,7.3,24.3
1519,Greene,Missouri,250784,22.3,22.5,80.2,12.5,10.0,6.7,7.0,6.099999999999994,10.8,26.3
1526,Howell,Missouri,38400,21.2,31.0,82.5,17.1,17.9,6.6,7.5,3.200000000000003,17.9,34.5
1528,Jackson,Missouri,662959,24.6,24.7,78.9,12.3,11.0,6.4,7.8,27.400000000000006,12.7,25.8
1529,Jasper,Missouri,110624,25.2,29.9,85.0,14.9,13.2,6.4,8.1,5.900000000000006,14.2,24.1
1530,Jefferson,Missouri,213669,19.9,26.1,78.7,8.0,13.6,6.5,5.6,2.700000000000003,9.1,24.0
1531,Johnson,Missouri,50784,23.8,24.6,82.6,11.5,8.1,6.5,7.0,8.299999999999997,12.3,24.8
1533,Laclede,Missouri,34492,25.8,37.9,84.4,14.3,18.0,6.5,7.6,2.799999999999997,13.5,24.1
1541,Macon,Missouri,15600,25.8,27.5,75.6,12.1,15.4,6.7,8.0,3.9000000000000057,12.6,25.5
1544,Marion,Missouri,28375,24.9,29.5,80.1,12.6,13.6,6.5,8.0,6.799999999999997,10.0,30.8
1553,Newton,Missouri,55554,26.5,25.0,81.4,12.2,13.4,6.5,6.1,6.0,14.0,21.4
1554,Nodaway,Missouri,21710,25.9,25.6,83.0,11.5,7.3,6.9,6.8,3.700000000000003,8.0,35.0
1560,Pettis,Missouri,40121,20.3,24.4,85.3,12.8,14.4,6.5,4.5,5.799999999999997,14.5,22.8
1561,Phelps,Missouri,42125,22.0,29.3,74.6,14.1,13.2,6.7,7.4,6.0,13.4,31.6
1563,Platte,Missouri,82085,24.5,22.2,78.9,5.5,5.5,6.6,5.6,8.099999999999994,7.7,17.7
1568,Randolph,Missouri,25336,34.3,31.4,86.1,13.5,15.4,6.6,9.9,8.5,11.7,33.9
1572,St. Charles,Missouri,329940,20.9,19.5,75.7,4.9,7.0,6.4,5.7,6.5,6.6,23.2
1575,St. Francois,Missouri,61661,30.9,29.9,80.8,14.3,19.0,6.8,10.7,4.799999999999997,10.5,38.9
1576,St. Louis,Missouri,1004666,20.6,19.6,79.2,8.6,8.1,6.6,5.3,25.700000000000003,8.1,26.1
1577,Saline,Missouri,23075,26.3,31.0,83.1,13.3,16.9,6.6,11.4,7.5,12.9,38.6
1580,Scott,Missouri,41143,27.8,37.2,83.8,14.6,17.8,6.4,6.8,12.799999999999997,13.6,26.4
1583,Stoddard,Missouri,29714,29.4,36.0,83.2,14.9,23.0,6.7,7.8,2.5,13.9,29.8
1595,St. Louis City,Missouri,344362,29.7,28.5,78.8,21.3,18.6,6.4,10.2,54.4,18.5,30.3
1596,Beaverhead,Montana,8773,20.5,20.7,75.7,15.7,7.0,7.3,7.9,2.5999999999999943,17.3,17.8
1597,Big Horn,Montana,13149,32.6,29.9,80.4,24.0,13.5,6.4,9.4,64.2,25.9,24.7
1598,Blaine,Montana,6629,26.5,27.5,80.5,22.2,12.8,6.6,8.0,49.6,25.2,28.6
1600,Carbon,Montana,9902,17.2,21.2,75.4,11.2,8.6,7.5,3.6,1.5999999999999943,15.7,26.1
1602,Cascade,Montana,79569,21.9,20.9,77.8,13.9,8.7,7.1,6.5,8.900000000000006,14.7,29.6
1604,Custer,Montana,11267,18.9,24.9,74.3,13.9,10.4,7.2,5.8,2.5999999999999943,15.9,26.1
1606,Dawson,Montana,8688,22.8,26.9,80.4,12.7,12.0,7.4,7.2,2.0,13.4,29.0
1607,Deer Lodge,Montana,8948,24.8,27.9,76.8,14.8,11.0,7.6,6.9,4.5,15.3,33.6
1609,Fergus,Montana,11551,24.0,23.5,74.1,14.9,9.8,7.4,6.5,3.200000000000003,20.0,22.5
1610,Flathead,Montana,83172,14.0,16.3,71.7,12.6,8.7,7.3,5.1,3.299999999999997,13.3,21.3
1611,Gallatin,Montana,78210,11.5,13.5,77.3,11.5,4.3,7.3,2.9,3.4000000000000057,11.6,15.2
1613,Glacier,Montana,13552,29.9,30.4,79.1,25.6,12.3,6.5,10.2,65.5,26.4,27.2
1616,Hill,Montana,16304,24.3,22.5,76.7,18.1,8.1,6.9,6.2,21.599999999999994,19.2,25.7
1617,Jefferson,Montana,11170,15.3,18.1,80.1,9.2,6.7,7.3,5.4,3.299999999999997,11.2,21.8
1619,Lake,Montana,28297,20.8,22.3,75.8,19.1,10.4,7.1,5.6,26.900000000000006,19.7,24.3
1620,Lewis and Clark,Montana,58449,20.5,19.5,78.6,11.7,5.9,7.3,5.7,4.400000000000006,10.8,21.1
1622,Lincoln,Montana,19193,22.3,24.2,79.7,18.3,14.0,7.4,6.8,3.799999999999997,17.5,29.0
1624,Madison,Montana,7274,14.5,20.6,69.1,11.6,7.5,7.6,3.2,1.7000000000000028,17.6,21.0
1627,Missoula,Montana,100086,15.0,12.8,75.6,14.9,5.9,7.4,3.9,5.599999999999994,14.1,20.0
1628,Musselshell,Montana,4497,16.1,26.9,80.7,17.6,12.5,7.4,3.2,2.4000000000000057,21.2,17.5
1629,Park,Montana,15968,13.7,20.9,74.8,12.5,9.0,7.5,3.2,2.700000000000003,15.3,20.3
1636,Ravalli,Montana,39940,17.3,17.7,75.3,14.0,8.8,7.3,6.2,2.5999999999999943,16.3,27.2
1637,Richland,Montana,9096,21.6,27.2,76.4,13.1,11.4,7.3,7.9,2.5,16.2,29.1
1638,Roosevelt,Montana,10524,30.9,32.3,73.7,26.2,11.2,6.4,13.8,61.8,26.6,28.8
1639,Rosebud,Montana,9212,30.9,26.9,79.5,18.0,9.4,6.6,7.4,37.5,21.3,24.6
1640,Sanders,Montana,11057,21.0,26.3,75.7,17.1,13.5,7.5,8.7,6.900000000000006,20.9,19.9
1642,Silver Bow,Montana,32982,16.9,23.9,78.9,15.9,10.2,7.3,4.8,4.299999999999997,14.9,28.7
1643,Stillwater,Montana,8493,18.8,31.7,79.1,9.4,8.9,7.3,5.5,2.299999999999997,13.5,23.1
1645,Teton,Montana,6240,19.8,23.7,79.2,13.7,11.3,7.2,4.0,3.200000000000003,17.6,27.3
1648,Valley,Montana,7143,21.9,29.1,72.3,14.6,11.3,7.3,7.1,11.799999999999997,18.9,25.1
1651,Yellowstone,Montana,136691,21.4,21.8,78.9,12.1,7.8,7.2,5.5,6.400000000000006,13.0,25.2
1652,Adams,Nebraska,33070,24.4,22.7,81.0,10.1,8.9,6.1,5.5,4.5,8.9,27.4
1658,Box Butte,Nebraska,11374,28.1,22.7,80.3,11.4,7.9,6.0,5.8,5.5,13.6,21.0
1661,Buffalo,Nebraska,43572,24.8,23.1,82.1,10.4,6.5,6.0,4.3,2.4000000000000057,11.4,21.0
1664,Cass,Nebraska,25734,26.6,25.1,84.2,6.4,7.0,6.0,7.5,2.0999999999999943,7.7,23.2
1668,Cheyenne,Nebraska,9993,19.4,25.5,85.5,9.5,9.1,6.1,7.5,2.4000000000000057,13.4,27.7
1669,Clay,Nebraska,6733,24.7,22.9,77.9,10.4,9.0,6.1,5.9,1.2000000000000028,13.4,18.8
1672,Custer,Nebraska,11410,25.7,26.9,85.4,12.3,8.6,6.1,6.8,1.2000000000000028,17.7,25.1
1673,Dakota,Nebraska,20349,26.0,37.3,84.3,10.8,16.2,5.6,8.8,8.5,16.8,22.7
1674,Dawes,Nebraska,8636,19.5,17.5,84.0,16.0,7.4,6.2,8.3,6.5,16.2,20.5
1675,Dawson,Nebraska,24617,23.0,27.5,80.6,10.6,16.5,5.7,5.9,2.9000000000000057,17.4,21.4
1678,Dodge,Nebraska,36078,25.3,26.6,79.0,9.6,11.0,6.1,6.8,2.299999999999997,10.7,28.1
1679,Douglas,Nebraska,486929,22.2,22.0,82.0,10.8,8.1,5.9,6.1,16.200000000000003,10.2,21.5
1685,Gage,Nebraska,23306,25.8,26.0,84.3,9.7,12.6,6.2,7.7,2.0,8.1,27.6
1691,Hall,Nebraska,55104,24.8,27.5,82.9,12.1,11.6,5.8,6.3,3.5999999999999943,13.0,23.6
1692,Hamilton,Nebraska,9568,27.0,29.5,77.7,8.2,6.9,6.0,6.0,0.7999999999999972,9.9,23.3
1696,Holt,Nebraska,10784,24.4,30.8,83.2,12.2,10.7,6.1,5.0,0.7999999999999972,18.1,19.6
1699,Jefferson,Nebraska,7925,24.0,33.2,81.2,9.5,11.3,6.3,7.4,1.5,11.2,21.6
1701,Kearney,Nebraska,6774,24.2,25.9,76.9,7.9,7.9,6.1,5.5,0.9000000000000057,10.1,14.4
1702,Keith,Nebraska,8330,23.6,26.2,75.3,10.5,9.4,6.2,7.7,1.5999999999999943,15.2,24.5
1706,Lancaster,Nebraska,264814,21.3,22.8,78.8,9.5,6.0,6.1,5.4,8.400000000000006,8.8,20.6
1707,Lincoln,Nebraska,35636,23.4,22.7,82.8,10.9,9.2,6.0,6.7,2.799999999999997,12.7,26.1
1711,Madison,Nebraska,35488,18.5,24.1,82.5,11.2,11.1,5.9,5.8,4.700000000000003,13.0,23.8
1717,Otoe,Nebraska,15509,25.1,25.0,82.1,8.4,9.9,6.1,6.2,1.5999999999999943,9.2,30.8
1720,Phelps,Nebraska,9449,30.9,28.5,79.0,9.6,7.5,6.1,4.7,1.2000000000000028,10.2,21.5
1722,Platte,Nebraska,31262,20.7,20.0,84.5,8.6,9.9,5.8,5.7,2.0999999999999943,10.9,22.0
1724,Red Willow,Nebraska,11060,21.6,25.5,79.5,10.7,8.2,6.1,6.8,1.5,15.0,22.6
1727,Saline,Nebraska,14195,28.1,22.9,82.1,8.3,11.9,6.0,6.2,3.5999999999999943,11.6,24.1
1728,Sarpy,Nebraska,139371,25.0,18.9,81.2,5.5,4.1,5.7,5.4,8.5,7.1,20.3
1729,Saunders,Nebraska,20458,23.6,26.1,81.2,7.5,8.8,6.0,7.4,1.0999999999999943,8.8,23.3
1730,Scotts Bluff,Nebraska,36752,26.1,25.1,77.2,14.4,13.7,6.0,8.8,4.200000000000003,17.1,25.5
1731,Seward,Nebraska,16739,21.7,20.4,77.0,7.3,7.7,6.1,6.4,2.0,7.4,21.5
1740,Washington,Nebraska,19772,28.4,20.6,86.4,6.1,6.7,6.1,6.8,1.5,7.3,20.7
1741,Wayne,Nebraska,9211,21.3,21.9,79.7,11.3,6.9,6.2,5.0,2.200000000000003,11.7,22.4
1744,York,Nebraska,14397,29.0,16.8,71.8,9.0,8.6,6.1,6.1,3.299999999999997,8.7,29.9
1745,Churchill,Nevada,24556,20.9,21.6,79.0,10.4,9.3,7.0,5.9,12.0,14.6,29.0
1746,Clark,Nevada,1710551,21.6,25.6,78.3,11.4,13.3,7.2,7.0,21.099999999999994,13.7,24.8
1747,Douglas,Nevada,47017,15.6,15.5,76.7,7.2,6.0,7.9,5.3,5.5,10.6,28.5
1748,Elko,Nevada,45570,23.2,25.4,85.4,9.8,12.5,6.9,5.0,8.599999999999994,15.7,23.3
1751,Humboldt,Nevada,17129,22.1,20.9,79.3,10.4,13.3,7.0,5.8,7.700000000000003,14.8,18.2
1754,Lyon,Nevada,47515,22.5,24.7,83.9,9.7,12.3,7.5,7.9,7.200000000000003,11.5,34.5
1756,Nye,Nevada,40477,27.7,28.3,78.6,12.4,14.6,7.7,9.5,6.900000000000006,13.4,32.6
1759,Washoe,Nevada,389872,18.0,18.6,77.9,10.0,10.5,7.4,5.6,12.200000000000003,12.5,23.4
1761,Carson City,Nevada,56062,19.1,25.9,77.1,10.3,11.9,7.5,5.8,8.0,12.3,20.7
1762,Belknap,New Hampshire,61547,19.8,21.0,74.3,7.3,10.1,5.7,6.4,2.4000000000000057,7.3,25.6
1763,Carroll,New Hampshire,47439,16.3,20.5,69.3,7.3,8.6,5.8,6.8,1.7000000000000028,8.3,26.3
1764,Cheshire,New Hampshire,77287,21.3,17.9,71.0,7.2,9.1,5.6,6.5,2.299999999999997,5.9,24.5
1765,Coos,New Hampshire,33655,23.6,28.0,73.1,9.7,16.6,5.8,7.3,1.7999999999999972,10.0,28.7
1766,Grafton,New Hampshire,84708,20.4,17.8,68.6,7.2,8.1,5.7,5.6,4.099999999999994,9.3,22.1
1767,Hillsborough,New Hampshire,401291,20.5,21.3,73.6,6.3,8.7,5.4,5.8,6.0,8.2,22.0
1768,Merrimack,New Hampshire,146881,20.0,19.6,70.3,6.3,8.0,5.6,6.2,3.200000000000003,7.0,23.3
1769,Rockingham,New Hampshire,295076,21.1,20.0,71.7,4.5,6.5,5.5,5.8,3.200000000000003,6.9,22.2
1770,Strafford,New Hampshire,119015,20.2,22.5,70.3,8.5,8.7,5.5,6.4,4.0,8.3,26.1
1771,Sullivan,New Hampshire,43041,21.8,20.1,72.9,7.6,11.9,5.6,6.0,1.7000000000000028,7.7,25.2
1772,Atlantic,New Jersey,271015,25.8,29.3,73.3,10.8,14.5,5.1,9.3,26.0,12.7,28.7
1773,Bergen,New Jersey,902561,16.2,23.0,71.8,6.1,9.3,5.2,5.6,20.799999999999997,9.5,26.4
1774,Burlington,New Jersey,450743,21.8,25.2,72.7,5.8,8.6,5.2,7.1,22.400000000000006,8.0,24.6
1775,Camden,New Jersey,518249,24.1,28.5,76.6,10.9,12.7,5.1,7.0,26.599999999999994,13.2,26.8
1776,Cape May,New Jersey,99286,19.9,27.3,68.9,9.6,12.8,5.4,9.5,6.700000000000003,11.1,34.2
1777,Cumberland,New Jersey,153252,24.5,31.9,71.8,14.9,20.7,5.1,12.7,25.700000000000003,14.9,31.1
1778,Essex,New Jersey,791057,25.2,30.6,70.6,14.4,15.6,5.0,7.8,48.6,15.2,26.9
1779,Gloucester,New Jersey,276910,22.4,24.5,76.1,6.7,10.2,5.1,8.1,13.099999999999994,10.1,25.8
1780,Hudson,New Jersey,603521,21.2,33.7,75.9,15.0,19.9,5.2,6.3,28.900000000000006,19.1,24.2
1781,Hunterdon,New Jersey,130404,15.6,16.2,75.1,3.5,5.8,5.2,5.8,6.599999999999994,7.0,22.1
1782,Mercer,New Jersey,366256,19.7,24.1,72.3,8.1,11.9,5.2,6.8,30.0,10.7,27.2
1783,Middlesex,New Jersey,789516,19.1,25.1,75.6,7.4,10.3,5.2,7.1,30.5,11.8,24.2
1784,Monmouth,New Jersey,635952,17.1,22.1,72.5,6.5,8.0,5.1,5.5,14.200000000000003,9.5,25.2
1785,Morris,New Jersey,490593,16.3,20.5,72.2,4.2,6.4,5.1,5.4,12.299999999999997,8.6,23.5
1786,Ocean,New Jersey,558341,22.8,28.4,70.7,8.1,11.8,5.2,8.0,6.0,10.3,29.3
1787,Passaic,New Jersey,499060,21.0,31.2,75.3,12.6,16.9,5.0,6.9,21.900000000000006,16.3,24.8
1788,Salem,New Jersey,66346,26.8,36.3,78.9,9.3,13.8,5.2,7.1,17.299999999999997,11.0,28.8
1789,Somerset,New Jersey,319900,17.1,19.3,73.7,4.7,7.0,5.1,4.7,21.700000000000003,8.4,24.2
1790,Sussex,New Jersey,153130,22.5,23.0,70.8,4.8,6.7,5.1,5.3,4.299999999999997,8.5,25.6
1791,Union,New Jersey,531457,20.7,28.1,72.6,9.9,13.6,5.1,7.5,28.599999999999994,12.9,25.8
1792,Warren,New Jersey,110376,24.5,26.3,69.4,6.1,10.2,5.1,6.7,6.099999999999994,8.8,24.8
1793,Bernalillo,New Mexico,603562,17.5,18.9,78.1,14.8,10.2,6.4,5.4,12.400000000000006,18.3,20.2
1795,Chaves,New Mexico,61860,24.1,30.2,81.1,21.3,17.0,6.2,9.4,5.799999999999997,25.7,27.2
1796,Cibola,New Mexico,27620,26.6,28.3,82.9,21.3,15.6,6.1,10.5,44.3,23.9,17.5
1797,Colfax,New Mexico,13755,20.4,24.5,80.6,15.6,13.4,6.6,8.4,3.5,23.7,21.4
1798,Curry,New Mexico,45846,22.4,26.4,80.8,18.7,13.0,5.9,5.3,14.0,23.2,18.6
1800,Dona Ana,New Mexico,189444,22.6,27.7,81.1,24.5,17.7,6.0,6.9,6.400000000000006,26.2,19.9
1801,Eddy,New Mexico,51437,29.9,30.7,80.9,17.5,16.0,6.2,9.4,5.0,22.7,27.4
1802,Grant,New Mexico,29747,20.2,23.4,76.1,19.6,14.0,6.5,9.0,4.099999999999994,23.6,26.5
1806,Lea,New Mexico,56719,27.5,34.6,78.6,18.6,20.1,6.1,7.3,7.900000000000006,22.0,22.4
1807,Lincoln,New Mexico,21007,15.6,22.8,77.3,15.2,11.0,6.7,6.7,4.599999999999994,24.3,30.5
1808,Los Alamos,New Mexico,18822,12.8,12.0,66.8,3.0,2.6,6.6,3.1,8.0,14.7,19.7
1809,Luna,New Mexico,26498,25.3,35.9,81.0,26.2,25.4,6.1,9.3,4.200000000000003,31.3,31.7
1810,McKinley,New Mexico,71918,26.8,22.4,72.0,30.6,18.6,5.5,10.4,79.4,35.7,17.9
1812,Otero,New Mexico,63538,24.8,22.0,77.7,16.5,12.0,6.2,8.4,14.0,23.1,23.2
1813,Quay,New Mexico,9259,24.8,35.3,78.7,21.2,18.3,6.6,6.7,4.5,28.8,24.3
1814,Rio Arriba,New Mexico,40828,19.7,28.3,78.9,17.9,17.3,6.2,7.7,17.200000000000003,25.5,16.8
1815,Roosevelt,New Mexico,18238,20.5,33.8,81.4,21.5,13.8,6.1,6.8,5.099999999999994,26.5,22.5
1816,Sandoval,New Mexico,107460,22.9,21.7,78.3,12.0,9.0,6.2,6.0,20.599999999999994,16.5,21.2
1817,San Juan,New Mexico,126208,22.3,21.6,77.6,18.4,13.7,5.9,5.9,43.9,23.6,21.7
1818,San Miguel,New Mexico,29530,21.5,26.7,81.8,21.7,16.4,6.4,7.0,5.099999999999994,26.4,19.1
1819,Santa Fe,New Mexico,140855,14.7,18.1,75.5,12.3,10.8,6.6,4.2,7.200000000000003,19.0,18.6
1821,Socorro,New Mexico,18148,19.8,27.8,77.8,25.1,17.1,6.3,10.4,16.299999999999997,27.7,27.0
1822,Taos,New Mexico,31722,17.7,21.0,72.1,19.4,14.7,6.6,5.8,9.299999999999997,26.4,21.1
1825,Valencia,New Mexico,69417,22.0,27.7,79.8,16.6,15.1,6.2,6.2,7.799999999999997,21.0,22.3
1826,Albany,New York,297414,20.0,25.9,69.7,10.8,9.1,5.7,6.8,17.599999999999994,9.3,28.8
1828,Bronx,New York,1357589,24.4,35.5,73.8,26.8,22.9,5.2,9.2,50.4,21.9,24.5
1829,Broome,New York,196947,23.2,20.9,76.5,12.9,10.8,5.7,8.8,9.099999999999994,10.5,31.7
1832,Chautauqua,New York,136409,25.8,25.8,76.1,14.9,12.5,5.7,7.1,4.200000000000003,12.8,30.4
1833,Chemung,New York,89512,27.9,23.8,79.0,13.5,12.1,5.7,9.2,8.5,10.7,29.8
1835,Clinton,New York,82047,22.0,26.6,71.9,12.6,15.8,5.8,6.6,5.599999999999994,9.6,24.8
1839,Dutchess,New York,294849,20.8,23.6,73.2,8.0,10.6,5.6,8.2,15.0,9.3,26.0
1840,Erie,New York,930703,23.9,23.9,73.7,13.0,11.6,5.7,8.1,17.0,9.5,26.3
1844,Genesee,New York,59257,17.3,26.7,74.6,9.1,10.6,5.6,9.0,4.700000000000003,8.6,21.3
1848,Jefferson,New York,116384,25.9,21.7,70.1,14.5,10.8,5.5,8.2,8.900000000000006,13.1,31.1
1849,Kings,New York,2486235,23.0,34.6,73.5,23.3,20.1,5.4,8.8,49.4,20.8,23.6
1853,Monroe,New York,733366,22.2,23.6,72.6,12.7,9.9,5.6,7.3,19.200000000000003,10.1,26.1
1855,Nassau,New York,1333137,16.6,25.3,73.0,5.9,9.0,5.6,6.0,19.200000000000003,10.1,24.5
1856,New York,New York,1593200,15.9,24.5,71.0,18.6,15.8,6.1,6.6,33.5,14.0,23.1
1857,Niagara,New York,217008,25.4,24.4,75.5,11.4,11.4,5.7,7.1,9.400000000000006,9.5,27.8
1858,Oneida,New York,234105,21.1,23.4,74.4,12.8,14.3,5.7,7.4,8.700000000000003,9.9,34.1
1859,Onondaga,New York,458053,22.8,22.5,72.3,12.1,9.3,5.6,6.4,15.299999999999997,10.0,26.4
1860,Ontario,New York,104461,19.3,16.9,68.5,8.4,8.5,5.7,6.2,4.299999999999997,7.6,21.3
1861,Orange,New York,372893,23.9,25.4,75.9,10.5,11.5,5.4,6.5,14.5,11.4,28.1
1863,Oswego,New York,123373,26.6,25.7,82.8,13.0,12.5,5.6,5.8,2.5,10.9,20.3
1866,Queens,New York,2241600,17.1,33.5,73.9,15.4,17.7,5.7,6.3,44.9,19.3,22.9
1867,Rensselaer,New York,155251,23.0,20.4,74.2,9.8,10.1,5.7,9.8,9.099999999999994,8.8,33.2
1868,Richmond,New York,464573,22.6,28.3,77.8,10.1,11.7,5.6,6.6,19.700000000000003,11.7,20.9
1869,Rockland,New York,292916,18.1,28.1,71.4,9.7,9.4,5.4,8.7,19.799999999999997,12.8,28.6
1870,St. Lawrence,New York,111380,25.0,25.8,74.2,15.2,13.2,5.7,10.6,4.900000000000006,11.9,32.1
1871,Saratoga,New York,214859,20.4,18.4,76.4,6.3,8.1,5.7,6.5,4.200000000000003,6.5,22.6
1872,Schenectady,New York,149078,25.2,23.2,67.9,11.6,10.3,5.6,9.0,14.0,8.4,30.8
1876,Steuben,New York,98632,25.5,25.2,84.1,13.6,11.8,5.7,7.9,3.5,10.8,27.1
1877,Suffolk,New York,1474927,19.8,27.5,73.7,7.3,9.2,5.5,6.3,12.599999999999994,10.3,25.2
1878,Sullivan,New York,76539,22.6,25.2,76.7,13.5,16.3,5.7,9.7,12.299999999999997,13.8,24.5
1880,Tompkins,New York,100018,18.8,17.4,63.1,12.9,4.8,5.9,4.8,15.700000000000003,9.3,25.2
1881,Ulster,New York,182693,22.7,21.4,71.6,10.6,12.5,5.8,9.5,9.400000000000006,11.4,30.6
1884,Wayne,New York,93609,24.9,28.5,69.8,10.1,11.9,5.6,8.1,5.200000000000003,9.4,25.6
1885,Westchester,New York,940807,15.2,22.7,67.3,8.7,11.1,5.5,6.7,22.200000000000003,10.3,22.7
1888,Alamance,North Carolina,140533,25.1,25.5,81.1,11.3,15.5,5.8,9.1,21.5,13.6,27.9
1892,Ashe,North Carolina,25347,20.7,30.3,72.4,14.0,23.1,6.2,7.6,1.5999999999999943,14.2,28.1
1896,Bladen,North Carolina,32938,33.8,37.9,83.5,19.2,19.5,5.8,11.3,39.7,18.1,21.0
1897,Brunswick,North Carolina,89162,25.8,25.9,75.1,13.3,15.5,6.1,9.8,14.599999999999994,13.6,24.0
1898,Buncombe,North Carolina,218876,21.6,22.8,72.3,13.4,12.6,6.0,6.9,9.799999999999997,11.5,26.4
1899,Burke,North Carolina,89399,26.5,25.5,78.4,13.6,22.1,5.9,7.0,11.5,13.3,26.0
1900,Cabarrus,North Carolina,150244,25.1,27.9,73.7,10.2,14.2,5.7,10.9,17.099999999999994,11.1,23.8
